priority_rank,recovery_priority_score,recovery_class,recommended_recovery_track,canonical_game_key,game_name,developer,game_url,in_mini_catalog,missing_rank_rows,rank1_missing_rows,top5_missing_rows,top10_missing_rows,top20_missing_rows,best_missing_rank,first_missing_rank_date,last_missing_rank_date,missing_rank_span_days,ranking_types_with_missing,categories_with_missing,sample_missing_dates,has_any_observed_play_count,first_observed_play_count_date,first_observed_play_count,first_observed_play_count_source,first_observed_after_first_missing_days,first_observed_after_last_missing_days,latest_observed_play_count_date,latest_observed_play_count,missing_rows_on_or_after_first_observation,catalog_first_seen_date,catalog_last_seen_date,catalog_best_rank,catalog_top_n_appearances,catalog_listing_play_count_rows,catalog_max_listing_play_count_observed,metrics_status,metrics_rows,first_metric_date,last_metric_date,no_history_evidence_bucket,page_gap_status,count_source_probe_status,alternate_endpoint_cdx_rows,endpoint_observations,candidates_with_cdx_rows,recovered_count_rows,current_live_metric_status,observed_categories,platform_flags,classification_confidence
1203,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/alpha_bros/road-run-mirr,Road Run Mirr,Alpha_bros,http://www.kongregate.com/games/Alpha_bros/road-run-mirr,yes,1,0,0,1,1,10,2014-10-17,2014-10-17,0,newest (1),,2014-10-17,yes,2026-06-30,60,live_metrics_json,4274,4274,2026-06-30,60,0,2014-10-17,2014-10-17,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1204,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/lucasxero/kakele-hx,Kakele Hx,LucasXero,http://www.kongregate.com/games/LucasXero/kakele-hx,yes,1,0,0,1,1,10,2014-10-24,2014-10-24,0,newest (1),,2014-10-24,yes,2026-06-30,495,live_metrics_json,4267,4267,2026-06-30,495,0,2014-10-24,2014-10-24,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1205,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/dphoenix90/age-manipulation,Age Manipulation,dphoenix90,http://www.kongregate.com/games/dphoenix90/age-manipulation,yes,1,0,0,1,1,10,2014-10-29,2014-10-29,0,newest (1),,2014-10-29,yes,2026-06-30,1619,live_metrics_json,4262,4262,2026-06-30,1619,0,2014-10-29,2014-10-29,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1206,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/lastlightstudios/demon-tag-online,Demon Tag Online,LastLightStudios,http://www.kongregate.com/games/LastLightStudios/demon-tag-online,yes,1,0,0,1,1,10,2014-10-31,2014-10-31,0,newest (1),,2014-10-31,yes,2026-06-30,986,live_metrics_json,4260,4260,2026-06-30,986,0,2014-10-31,2014-10-31,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1207,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/muzzammils/ballgame,BALLGAME!,MuzzammilS,http://www.kongregate.com/games/MuzzammilS/ballgame,yes,1,0,0,1,1,10,2014-11-11,2014-11-11,0,newest (1),,2014-11-11,yes,2026-06-30,188,live_metrics_json,4249,4249,2026-06-30,188,0,2014-11-11,2014-11-11,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1208,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/sunvoltizer/space-station-escape-bm,Space Station Escape BM,sunvoltizer,http://www.kongregate.com/games/sunvoltizer/space-station-escape-bm,yes,1,0,0,1,1,10,2014-11-25,2014-11-25,0,newest (1),,2014-11-25,yes,2026-06-30,420,live_metrics_json,4235,4235,2026-06-30,420,0,2014-11-25,2014-11-25,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1209,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/arcadehero/zuzu-the-elf,Zuzu The Elf,ArcadeHero,http://www.kongregate.com/games/ArcadeHero/zuzu-the-elf,yes,1,0,0,1,1,10,2014-12-02,2014-12-02,0,newest (1),,2014-12-02,yes,2026-06-30,1368,live_metrics_json,4228,4228,2026-06-30,1368,0,2014-12-02,2014-12-02,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1210,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/uguii/walled,Walled,Uguii,http://www.kongregate.com/games/Uguii/walled,yes,1,0,0,1,1,10,2014-12-10,2014-12-10,0,newest (1),,2014-12-10,yes,2026-06-30,221,live_metrics_json,4220,4220,2026-06-30,221,0,2014-12-10,2014-12-10,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1211,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/gasparfx/sentinel,Sentinel,Gasparfx,http://www.kongregate.com/games/Gasparfx/sentinel,yes,1,0,0,1,1,10,2014-12-17,2014-12-17,0,newest (1),,2014-12-17,yes,2026-06-30,338,live_metrics_json,4213,4213,2026-06-30,338,0,2014-12-17,2014-12-17,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1212,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/daoudsammer/beetlo,Beetlo,daoudsammer,http://www.kongregate.com/games/daoudsammer/beetlo,yes,1,0,0,1,1,10,2014-12-30,2014-12-30,0,newest (1),,2014-12-30,yes,2026-06-30,94,live_metrics_json,4200,4200,2026-06-30,94,0,2014-12-30,2014-12-30,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1213,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/nooze/robotpet,RobotPet,nooze,http://www.kongregate.com/games/nooze/robotpet,yes,1,0,0,1,1,10,2015-01-03,2015-01-03,0,most_played (1),,2015-01-03,yes,2021-09-01,885069,count_source_probe,2433,2433,2024-02-23,890184,0,2015-01-03,2015-01-03,10,1,0,,has_metrics,3,2021-09-01,2024-02-23,,,,,,,,,,,
1214,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/plopix/dystopia-101,Dystopia 101,Plopix,http://www.kongregate.com/games/Plopix/dystopia-101,yes,1,0,0,1,1,10,2015-04-01,2015-04-01,0,newest (1),,2015-04-01,yes,2023-06-19,8024,count_source_probe,3001,3001,2023-06-19,8024,0,2015-04-01,2015-04-01,10,1,0,,has_metrics,1,2023-06-19,2023-06-19,,,,,,,,,,,
1215,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/bryanprogamer/flappy-bird-my-game,Flappy Bird (MY GAME),BryanProGamer,http://www.kongregate.com/games/BryanProGamer/flappy-bird-my-game,yes,1,0,0,1,1,10,2015-09-03,2015-09-03,0,newest (1),,2015-09-03,yes,2026-06-30,234,live_metrics_json,3953,3953,2026-06-30,234,0,2015-09-03,2015-09-03,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1216,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/crazyram/wallzy,Wallzy,crazyram,http://www.kongregate.com/games/crazyram/wallzy,yes,1,0,0,1,1,10,2015-09-09,2015-09-09,0,newest (1),,2015-09-09,yes,2026-06-30,195,live_metrics_json,3947,3947,2026-06-30,195,0,2015-09-09,2015-09-09,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1217,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/monsterplay999/hut-take-control-5,Hut Take Control 5,monsterplay999,http://www.kongregate.com/games/monsterplay999/hut-take-control-5,yes,1,0,0,1,1,10,2015-09-14,2015-09-14,0,newest (1),,2015-09-14,yes,2026-06-30,331,live_metrics_json,3942,3942,2026-06-30,331,0,2015-09-14,2015-09-14,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1218,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/gamesforgirlz/barbie-playing-with-baby,Barbie playing with Baby,gamesforgirlz,http://www.kongregate.com/games/gamesforgirlz/barbie-playing-with-baby,yes,1,0,0,1,1,10,2015-09-30,2015-09-30,0,newest (1),,2015-09-30,yes,2026-06-30,113,live_metrics_json,3926,3926,2026-06-30,113,0,2015-09-30,2015-09-30,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1219,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/contracity/contra-city,Contra City,ContraCity,http://www.kongregate.com/games/ContraCity/contra-city,yes,1,0,0,1,1,10,2015-11-08,2015-11-08,0,category_top (1),shooter (1),2015-11-08,yes,2021-08-02,344325,count_source_probe,2094,2094,2026-06-30,344325,0,2015-11-08,2015-11-08,10,1,0,,has_metrics,2,2021-08-02,2026-06-30,,,,,,,,,,,
1220,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/weedoor/e-l-k,E L K,weedoor,http://www.kongregate.com/games/weedoor/e-l-k,yes,1,0,0,1,1,10,2015-12-05,2015-12-05,0,newest (1),,2015-12-05,yes,2026-06-30,146,live_metrics_json,3860,3860,2026-06-30,146,0,2015-12-05,2015-12-05,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1221,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/gigaxd/new-house-simulator-2015,New House Simulator 2015,gigaXD,http://www.kongregate.com/games/gigaXD/new-house-simulator-2015,yes,1,0,0,1,1,10,2015-12-18,2015-12-18,0,newest (1),,2015-12-18,yes,2026-06-30,2343,live_metrics_json,3847,3847,2026-06-30,2343,0,2015-12-18,2015-12-18,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1222,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/olegf21/jigsaw,Jigsaw,OlegF21,http://www.kongregate.com/games/OlegF21/jigsaw,yes,1,0,0,1,1,10,2015-12-26,2015-12-26,0,newest (1),,2015-12-26,yes,2026-06-30,103,live_metrics_json,3839,3839,2026-06-30,103,0,2015-12-26,2015-12-26,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1223,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/stenlio/avoid-the-rockets,Avoid the rockets,StenliO,http://www.kongregate.com/games/StenliO/avoid-the-rockets,yes,1,0,0,1,1,10,2016-01-02,2016-01-02,0,newest (1),,2016-01-02,yes,2026-06-29,154,live_metrics_json,3831,3831,2026-06-29,154,0,2016-01-02,2016-01-02,10,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
1224,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/newgamess/vapid-taxi-jigsaw,Vapid Taxi Jigsaw,newgamess,http://www.kongregate.com/games/newgamess/vapid-taxi-jigsaw,yes,1,0,0,1,1,10,2016-02-02,2016-02-02,0,newest (1),,2016-02-02,yes,2026-06-30,289,live_metrics_json,3801,3801,2026-06-30,289,0,2016-02-02,2016-02-02,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1225,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/newgamess/spongebob-sport-jigsaw,SpongeBob Sport Jigsaw,newgamess,http://www.kongregate.com/games/newgamess/spongebob-sport-jigsaw,yes,1,0,0,1,1,10,2016-02-17,2016-02-17,0,newest (1),,2016-02-17,yes,2026-06-30,73,live_metrics_json,3786,3786,2026-06-30,73,0,2016-02-17,2016-02-17,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1226,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/filipt130/football-with-cubes,Football with Cubes,FilipT130,http://www.kongregate.com/games/FilipT130/football-with-cubes,yes,1,0,0,1,1,10,2016-02-28,2016-02-28,0,newest (1),,2016-02-28,yes,2026-06-30,347,live_metrics_json,3775,3775,2026-06-30,347,0,2016-02-28,2016-02-28,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1227,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/salomanity/just-chat,Just Chat,Salomanity,http://www.kongregate.com/games/Salomanity/just-chat,yes,1,0,0,1,1,10,2016-03-05,2016-03-05,0,newest (1),,2016-03-05,yes,2026-06-29,98,live_metrics_json,3768,3768,2026-06-29,98,0,2016-03-05,2016-03-05,10,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
1228,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/funtomic/deep-sea-hunter-2,Deep Sea Hunter 2,Funtomic,http://www.kongregate.com/games/Funtomic/deep-sea-hunter-2,yes,1,0,0,1,1,10,2016-03-07,2016-03-07,0,newest (1),,2016-03-07,yes,2019-08-29,306028,count_source_probe,1270,1270,2026-06-29,320764,0,2016-03-07,2016-03-07,10,1,0,,has_metrics,3,2019-08-29,2026-06-29,,,,,,,,,,,
1229,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/jotappolk/one-person-in-a-strange-planet,One person in a Strange Planet,Jotappolk,http://www.kongregate.com/games/Jotappolk/one-person-in-a-strange-planet,yes,1,0,0,1,1,10,2016-03-16,2016-03-16,0,newest (1),,2016-03-16,yes,2026-06-29,165,live_metrics_json,3757,3757,2026-06-29,165,0,2016-03-16,2016-03-16,10,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
1230,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/matakukos/notebook-wars-u-webv,Notebook Wars U WebV,matakukos,http://www.kongregate.com/games/matakukos/notebook-wars-u-webv,yes,1,0,0,1,1,10,2016-03-24,2016-03-24,0,newest (1),,2016-03-24,yes,2026-06-29,15504,live_metrics_json,3749,3749,2026-06-29,15504,0,2016-03-24,2016-03-24,10,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
1231,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/kubagobg/galaxy-empires-v-2,Galaxy Empires v.2,kubagobg,http://www.kongregate.com/games/kubagobg/galaxy-empires-v-2,yes,1,0,0,1,1,10,2016-05-06,2016-05-06,0,newest (1),,2016-05-06,yes,2026-06-30,3163,live_metrics_json,3707,3707,2026-06-30,3163,0,2016-05-06,2016-05-06,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1232,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/d34dly/space-ninja-future-action,Space Ninja Future Action,D34DLY,http://www.kongregate.com/games/D34DLY/space-ninja-future-action,yes,1,0,0,1,1,10,2016-05-15,2016-05-15,0,newest (1),,2016-05-15,yes,2026-06-30,130,live_metrics_json,3698,3698,2026-06-30,130,0,2016-05-15,2016-05-15,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1233,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/mrflibfishy/target-practice,Target Practice,Mrflibfishy,http://www.kongregate.com/games/Mrflibfishy/target-practice,yes,1,0,0,1,1,10,2016-05-23,2016-05-23,0,newest (1),,2016-05-23,yes,2026-06-30,123,live_metrics_json,3690,3690,2026-06-30,123,0,2016-05-23,2016-05-23,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1234,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/trapman88/greens-journey-through-hell,Green's Journey Through Hell,Trapman88,http://www.kongregate.com/games/Trapman88/greens-journey-through-hell,yes,1,0,0,1,1,10,2016-05-24,2016-05-24,0,newest (1),,2016-05-24,yes,2026-06-30,44,live_metrics_json,3689,3689,2026-06-30,44,0,2016-05-24,2016-05-24,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1235,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/palups/ice-cold-love,Ice Cold Love,Palups,http://www.kongregate.com/games/Palups/ice-cold-love,yes,1,0,0,1,1,10,2016-06-04,2016-06-04,0,newest (1),,2016-06-04,yes,2026-06-30,1138,live_metrics_json,3678,3678,2026-06-30,1138,0,2016-06-04,2016-06-04,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1236,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/thegames8dotcom/fruit-zombie-defense-3,Fruit Zombie Defense 3,thegames8dotcom,http://www.kongregate.com/games/thegames8dotcom/fruit-zombie-defense-3,yes,1,0,0,1,1,10,2016-06-05,2016-06-05,0,newest (1),,2016-06-05,yes,2026-06-30,623,live_metrics_json,3677,3677,2026-06-30,623,0,2016-06-05,2016-06-05,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1237,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/pinedamr/asteroids-cl,ASTEROIDS CL,PinedaMR,http://www.kongregate.com/games/PinedaMR/asteroids-cl,yes,1,0,0,1,1,10,2016-06-22,2016-06-22,0,newest (1),,2016-06-22,yes,2026-06-29,397,live_metrics_json,3659,3659,2026-06-29,397,0,2016-06-22,2016-06-22,10,1,0,,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
1238,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/marcew44/idle-doge-basic-version,IDLE DOGE(Basic Version),marcew44,http://www.kongregate.com/games/marcew44/idle-doge-basic-version,yes,1,0,0,1,1,10,2016-07-07,2016-07-07,0,newest (1),,2016-07-07,yes,2026-06-30,3074,live_metrics_json,3645,3645,2026-06-30,3074,0,2016-07-07,2016-07-07,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1239,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/carbonbyte/one-chance-dungeon,One Chance Dungeon,Carbonbyte,http://www.kongregate.com/games/Carbonbyte/one-chance-dungeon,yes,1,0,0,1,1,10,2016-07-14,2016-07-14,0,newest (1),,2016-07-14,yes,2023-09-21,1167,count_source_probe,2625,2625,2023-09-21,1167,0,2016-07-14,2016-07-14,10,1,0,,has_metrics,1,2023-09-21,2023-09-21,,,,,,,,,,,
1240,385,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/newgamess/porsche-vision-gt,Porsche Vision GT,newgamess,http://www.kongregate.com/games/newgamess/porsche-vision-gt,yes,1,0,0,1,1,10,2016-07-20,2016-07-20,0,newest (1),,2016-07-20,yes,2026-06-30,44,live_metrics_json,3632,3632,2026-06-30,44,0,2016-07-20,2016-07-20,10,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
